,time,77.170.0.96
64,2020-12-01 16:44:44.782104,None
65,2020-12-01 16:44:48.786469,None
66,2020-12-01 16:44:52.788384,None
67,2020-12-01 16:44:56.792396,None
68,2020-12-01 16:45:00.796387,None
69,2020-12-01 16:45:04.800727,None
70,2020-12-01 16:45:08.804379,None
71,2020-12-01 16:45:12.808374,None
72,2020-12-01 16:45:16.812383,None
73,2020-12-01 16:45:20.816360,None
74,2020-12-01 16:45:24.820367,None
75,2020-12-01 16:45:28.824377,None
76,2020-12-01 16:45:32.828374,None
77,2020-12-01 16:45:36.832355,None
78,2020-12-01 16:45:40.836858,None
79,2020-12-01 16:45:44.840358,None
80,2020-12-01 16:45:48.844357,None
81,2020-12-01 16:45:52.848388,None
82,2020-12-01 16:45:56.852406,None
83,2020-12-01 16:46:00.856405,None
84,2020-12-01 16:46:04.860350,None
85,2020-12-01 16:46:08.864375,None
86,2020-12-01 16:46:12.868378,None
87,2020-12-01 16:46:16.872376,None
88,2020-12-01 16:46:20.876398,None
89,2020-12-01 16:46:24.880823,None
90,2020-12-01 16:46:28.884354,None
91,2020-12-01 16:46:32.888402,None
92,2020-12-01 16:46:36.892390,None
93,2020-12-01 16:46:40.896378,None
94,2020-12-01 16:46:44.900386,None
95,2020-12-01 16:46:48.904385,None
96,2020-12-01 16:46:52.908378,None
97,2020-12-01 16:46:56.912393,None
98,2020-12-01 16:47:00.916397,None
99,2020-12-01 16:47:04.920384,None
100,2020-12-01 16:47:08.924703,None
101,2020-12-01 16:47:12.928364,None
102,2020-12-01 16:47:16.932412,None
103,2020-12-01 16:47:20.933965,None
104,2020-12-01 16:47:24.936384,None
105,2020-12-01 16:47:28.940369,None
106,2020-12-01 16:47:32.944364,None
107,2020-12-01 16:47:36.948335,None
108,2020-12-01 16:47:40.952360,None
109,2020-12-01 16:47:44.956721,None
110,2020-12-01 16:47:48.960811,None
111,2020-12-01 16:47:52.964373,None
112,2020-12-01 16:47:56.968764,None
113,2020-12-01 16:48:00.972378,None
114,2020-12-01 16:48:04.976359,None
115,2020-12-01 16:48:08.980398,None
116,2020-12-01 16:48:12.984759,None
117,2020-12-01 16:48:16.989875,None
118,2020-12-01 16:48:20.992370,None
119,2020-12-01 16:48:24.996390,None
120,2020-12-01 16:48:29.000353,None
121,2020-12-01 16:48:33.004706,None
122,2020-12-01 16:48:37.008380,None
123,2020-12-01 16:48:41.012397,None
124,2020-12-01 16:48:45.016361,None
125,2020-12-01 16:48:49.020375,None
126,2020-12-01 16:48:53.024356,None
127,2020-12-01 16:48:57.028375,None
128,2020-12-01 16:49:01.032437,None
129,2020-12-01 16:49:05.036441,None
130,2020-12-01 16:49:09.041786,None
131,2020-12-01 16:49:13.046164,None
132,2020-12-01 16:49:17.050446,None
133,2020-12-01 16:49:21.054835,None
134,2020-12-01 16:49:25.056390,None
135,2020-12-01 16:49:29.060391,None
136,2020-12-01 16:49:33.064381,None
137,2020-12-01 16:49:37.068360,None
138,2020-12-01 16:49:41.072357,None
139,2020-12-01 16:49:45.076364,None
140,2020-12-01 16:49:49.080713,None
141,2020-12-01 16:49:53.084361,None
142,2020-12-01 16:49:57.088382,None
143,2020-12-01 16:50:01.092385,None
144,2020-12-01 16:50:05.096359,None
145,2020-12-01 16:50:09.100709,None
146,2020-12-01 16:50:13.101844,None
147,2020-12-01 16:50:17.104378,None
148,2020-12-01 16:50:21.108368,None
149,2020-12-01 16:50:25.112367,None
150,2020-12-01 16:50:29.116386,None
151,2020-12-01 16:50:33.120363,None
152,2020-12-01 16:50:37.124389,None
153,2020-12-01 16:50:41.128393,None
154,2020-12-01 16:50:45.132327,None
155,2020-12-01 16:50:49.136382,None
156,2020-12-01 16:50:53.140361,None
157,2020-12-01 16:50:57.144368,None
158,2020-12-01 16:51:01.148348,None
159,2020-12-01 16:51:05.152380,None
160,2020-12-01 16:51:09.156447,None
161,2020-12-01 16:51:13.160426,None
162,2020-12-01 16:51:17.164376,None
163,2020-12-01 16:51:21.168336,None
164,2020-12-01 16:51:25.172339,None
165,2020-12-01 16:51:29.176396,None
166,2020-12-01 16:51:33.180380,None
167,2020-12-01 16:51:37.184393,None
168,2020-12-01 16:51:41.188769,None
169,2020-12-01 16:51:45.192363,None
170,2020-12-01 16:51:49.196358,None
171,2020-12-01 16:51:53.200374,None
172,2020-12-01 16:51:57.204375,None
173,2020-12-01 16:52:01.208362,None
174,2020-12-01 16:52:05.212387,None
175,2020-12-01 16:52:09.216373,None
176,2020-12-01 16:52:13.220405,None
177,2020-12-01 16:52:17.224371,None
178,2020-12-01 16:52:21.228365,None
179,2020-12-01 16:52:25.232385,None
180,2020-12-01 16:52:29.236364,None
181,2020-12-01 16:52:33.240368,None
182,2020-12-01 16:52:37.244367,None
183,2020-12-01 16:52:41.248375,None
184,2020-12-01 16:52:45.252359,None
185,2020-12-01 16:52:49.256360,None
186,2020-12-01 16:52:53.260370,None
187,2020-12-01 16:52:57.264367,None
188,2020-12-01 16:53:01.268379,None
189,2020-12-01 16:53:05.272397,None
190,2020-12-01 16:53:09.276371,None
191,2020-12-01 16:53:13.280364,None
192,2020-12-01 16:53:17.284407,None
193,2020-12-01 16:53:21.288346,None
194,2020-12-01 16:53:25.292338,None
195,2020-12-01 16:53:29.296359,None
196,2020-12-01 16:53:33.300388,None
197,2020-12-01 16:53:37.304355,None
198,2020-12-01 16:53:41.308333,None
199,2020-12-01 16:53:45.312374,None
200,2020-12-01 16:53:49.316381,None
201,2020-12-01 16:53:53.320637,None
202,2020-12-01 16:53:57.324450,None
203,2020-12-01 16:54:01.328390,None
204,2020-12-01 16:54:05.332367,None
205,2020-12-01 16:54:09.336360,None
206,2020-12-01 16:54:13.340374,None
207,2020-12-01 16:54:17.344376,None
208,2020-12-01 16:54:21.348383,None
209,2020-12-01 16:54:25.352456,None
210,2020-12-01 16:54:29.356357,None
211,2020-12-01 16:54:33.360405,None
212,2020-12-01 16:54:37.364367,None
213,2020-12-01 16:54:41.368369,None
214,2020-12-01 16:54:45.372386,None
215,2020-12-01 16:54:49.376354,None
216,2020-12-01 16:54:53.380437,None
217,2020-12-01 16:54:57.385585,None
218,2020-12-01 16:55:01.388345,None
219,2020-12-01 16:55:05.392339,None
220,2020-12-01 16:55:09.396356,None
221,2020-12-01 16:55:13.400386,None
222,2020-12-01 16:55:17.404394,None
223,2020-12-01 16:55:21.408344,None
224,2020-12-01 16:55:25.412393,None
225,2020-12-01 16:55:29.416859,None
226,2020-12-01 16:55:33.420357,None
227,2020-12-01 16:55:37.424826,None
228,2020-12-01 16:55:41.428360,None
229,2020-12-01 16:55:45.432365,None
230,2020-12-01 16:55:49.436363,None
231,2020-12-01 16:55:53.440351,None
232,2020-12-01 16:55:57.444355,None
233,2020-12-01 16:56:01.448363,None
234,2020-12-01 16:56:05.452398,None
235,2020-12-01 16:56:09.456380,None
236,2020-12-01 16:56:13.460747,None
237,2020-12-01 16:56:17.464383,None
238,2020-12-01 16:56:21.468345,None
239,2020-12-01 16:56:25.472405,None
240,2020-12-01 16:56:29.476359,None
241,2020-12-01 16:56:33.480668,None
242,2020-12-01 16:56:37.484352,None
243,2020-12-01 16:56:41.488347,None
244,2020-12-01 16:56:45.492364,None
245,2020-12-01 16:56:49.496363,None
246,2020-12-01 16:56:53.500394,None
247,2020-12-01 16:56:57.504362,None
248,2020-12-01 16:57:01.508361,None
249,2020-12-01 16:57:05.512363,None
250,2020-12-01 16:57:09.516367,None
251,2020-12-01 16:57:13.520346,None
252,2020-12-01 16:57:17.524396,None
253,2020-12-01 16:57:21.528346,None
254,2020-12-01 16:57:25.532350,None
255,2020-12-01 16:57:29.536341,None
256,2020-12-01 16:57:33.540381,None
257,2020-12-01 16:57:37.544372,None
258,2020-12-01 16:57:41.548360,None
259,2020-12-01 16:57:45.552350,None
260,2020-12-01 16:57:49.556386,None
261,2020-12-01 16:57:53.560353,None
262,2020-12-01 16:57:57.564353,None
263,2020-12-01 16:58:01.568374,None
264,2020-12-01 16:58:05.572364,None
265,2020-12-01 16:58:09.576360,None
266,2020-12-01 16:58:13.580373,None
267,2020-12-01 16:58:17.584398,None
268,2020-12-01 16:58:21.588348,None
269,2020-12-01 16:58:25.592383,None
270,2020-12-01 16:58:29.596351,None
271,2020-12-01 16:58:33.600372,None
272,2020-12-01 16:58:37.604359,None
273,2020-12-01 16:58:41.608797,None
274,2020-12-01 16:58:45.612913,None
275,2020-12-01 16:58:49.616365,None
276,2020-12-01 16:58:53.620365,None
277,2020-12-01 16:58:57.624365,None
278,2020-12-01 16:59:01.628372,None
279,2020-12-01 16:59:05.632360,None
280,2020-12-01 16:59:09.636383,None
281,2020-12-01 16:59:13.640393,None
282,2020-12-01 16:59:17.644758,None
283,2020-12-01 16:59:21.648338,None
284,2020-12-01 16:59:25.652355,None
285,2020-12-01 16:59:29.656381,None
286,2020-12-01 16:59:33.660395,None
287,2020-12-01 16:59:37.664362,None
288,2020-12-01 16:59:41.668389,None
289,2020-12-01 16:59:45.672356,None
290,2020-12-01 16:59:49.676362,None
291,2020-12-01 16:59:53.680373,None
292,2020-12-01 16:59:57.684394,None
293,2020-12-01 17:00:01.688358,None
294,2020-12-01 17:00:05.692372,None
295,2020-12-01 17:00:09.696361,None
296,2020-12-01 17:00:13.700391,None
297,2020-12-01 17:00:17.704358,None
298,2020-12-01 17:00:21.708364,None
299,2020-12-01 17:00:25.712383,None
300,2020-12-01 17:00:29.716340,None
301,2020-12-01 17:00:33.720379,None
302,2020-12-01 17:00:37.725276,None
303,2020-12-01 17:00:41.728602,None
304,2020-12-01 17:00:45.732348,None
305,2020-12-01 17:00:49.736401,None
306,2020-12-01 17:00:53.740367,None
307,2020-12-01 17:00:57.744350,None
308,2020-12-01 17:01:01.748431,None
309,2020-12-01 17:01:05.752740,None
310,2020-12-01 17:01:09.756407,None
311,2020-12-01 17:01:13.760512,None
312,2020-12-01 17:01:17.764353,None
313,2020-12-01 17:01:21.768359,None
314,2020-12-01 17:01:25.772351,None
315,2020-12-01 17:01:29.776370,None
316,2020-12-01 17:01:33.780392,None
317,2020-12-01 17:01:37.784339,None
318,2020-12-01 17:01:41.788366,None
319,2020-12-01 17:01:45.792705,None
320,2020-12-01 17:01:49.797106,None
321,2020-12-01 17:01:53.801535,None
322,2020-12-01 17:01:57.804370,None
323,2020-12-01 17:02:01.808346,None
324,2020-12-01 17:02:05.812393,None
325,2020-12-01 17:02:09.816789,None
326,2020-12-01 17:02:13.820365,None
327,2020-12-01 17:02:17.824428,None
328,2020-12-01 17:02:21.828370,None
329,2020-12-01 17:02:25.832804,None
330,2020-12-01 17:02:29.837578,None
331,2020-12-01 17:02:33.841169,None
332,2020-12-01 17:02:37.845540,None
333,2020-12-01 17:02:41.848349,None
334,2020-12-01 17:02:45.851111,None
335,2020-12-01 17:02:49.852378,None
336,2020-12-01 17:02:53.856428,None
337,2020-12-01 17:02:57.860374,None
338,2020-12-01 17:03:01.865605,None
339,2020-12-01 17:03:05.868381,None
340,2020-12-01 17:03:09.872778,None
341,2020-12-01 17:03:13.876378,None
342,2020-12-01 17:03:17.880394,None
343,2020-12-01 17:03:21.884388,None
344,2020-12-01 17:03:25.888375,None
345,2020-12-01 17:03:29.892400,None
346,2020-12-01 17:03:33.896847,None
347,2020-12-01 17:03:37.900372,None
348,2020-12-01 17:03:41.904380,None
349,2020-12-01 17:03:45.908359,None
350,2020-12-01 17:03:49.912381,None
351,2020-12-01 17:03:53.916383,None
352,2020-12-01 17:03:57.920384,None
353,2020-12-01 17:04:01.924367,None
354,2020-12-01 17:04:05.928374,None
355,2020-12-01 17:04:09.932383,None
356,2020-12-01 17:04:13.936380,None
357,2020-12-01 17:04:17.940763,None
358,2020-12-01 17:04:21.944344,None
359,2020-12-01 17:04:25.948387,None
360,2020-12-01 17:04:29.952383,None
361,2020-12-01 17:04:33.956767,None
362,2020-12-01 17:04:37.959722,None
363,2020-12-01 17:04:41.964116,None
364,2020-12-01 17:04:45.968357,None
365,2020-12-01 17:04:49.972390,None
366,2020-12-01 17:04:53.976387,None
367,2020-12-01 17:04:57.977686,None
368,2020-12-01 17:05:01.980391,None
369,2020-12-01 17:05:05.984767,None
370,2020-12-01 17:05:09.988386,None
371,2020-12-01 17:05:13.992381,None
372,2020-12-01 17:05:17.996352,None
373,2020-12-01 17:05:22.000391,None
374,2020-12-01 17:05:26.004386,None
375,2020-12-01 17:05:30.008384,None
376,2020-12-01 17:05:34.012366,None
377,2020-12-01 17:05:38.016439,None
378,2020-12-01 17:05:42.020362,None
379,2020-12-01 17:05:46.024374,None
380,2020-12-01 17:05:50.028363,None
381,2020-12-01 17:05:54.032371,None
382,2020-12-01 17:05:58.036391,None
383,2020-12-01 17:06:02.040367,None
384,2020-12-01 17:06:06.044381,None
385,2020-12-01 17:06:10.048387,None
386,2020-12-01 17:06:14.050048,None
387,2020-12-01 17:06:18.054429,None
388,2020-12-01 17:06:22.057943,None
389,2020-12-01 17:06:26.060362,None
390,2020-12-01 17:06:30.064389,None
391,2020-12-01 17:06:34.068399,None
392,2020-12-01 17:06:38.072390,None
393,2020-12-01 17:06:42.076368,None
394,2020-12-01 17:06:46.079657,None
395,2020-12-01 17:06:50.080351,None
396,2020-12-01 17:06:54.085099,None
397,2020-12-01 17:06:58.086527,None
398,2020-12-01 17:07:02.088362,None
399,2020-12-01 17:07:06.092362,None
400,2020-12-01 17:07:10.096398,None
401,2020-12-01 17:07:14.100379,None
402,2020-12-01 17:07:18.104381,None
403,2020-12-01 17:07:22.108396,None
404,2020-12-01 17:07:26.112629,None
405,2020-12-01 17:07:30.116349,None
406,2020-12-01 17:07:34.120400,None
407,2020-12-01 17:07:38.124356,None
408,2020-12-01 17:07:42.128729,None
409,2020-12-01 17:07:46.132400,None
410,2020-12-01 17:07:50.136392,None
411,2020-12-01 17:07:54.140373,None
412,2020-12-01 17:07:58.144357,None
413,2020-12-01 17:08:02.148717,None
414,2020-12-01 17:08:06.152399,None
415,2020-12-01 17:08:10.156777,None
416,2020-12-01 17:08:14.161174,None
417,2020-12-01 17:08:18.164365,None
418,2020-12-01 17:08:22.168385,None
419,2020-12-01 17:08:26.172757,None
420,2020-12-01 17:08:30.176387,None
421,2020-12-01 17:08:34.180348,None
422,2020-12-01 17:08:38.184391,None
423,2020-12-01 17:08:42.188357,None
424,2020-12-01 17:08:46.192391,None
425,2020-12-01 17:08:50.196755,None
426,2020-12-01 17:08:54.200393,None
427,2020-12-01 17:08:58.204383,None
428,2020-12-01 17:09:02.208360,None
429,2020-12-01 17:09:06.212408,None
430,2020-12-01 17:09:10.216386,None
431,2020-12-01 17:09:14.217703,None
432,2020-12-01 17:09:18.222081,None
433,2020-12-01 17:09:22.224352,None
434,2020-12-01 17:09:26.228727,None
435,2020-12-01 17:09:30.232376,None
436,2020-12-01 17:09:34.236740,None
437,2020-12-01 17:09:38.241113,None
438,2020-12-01 17:09:42.244373,None
439,2020-12-01 17:09:46.248368,None
440,2020-12-01 17:09:50.252381,None
441,2020-12-01 17:09:54.256392,None
442,2020-12-01 17:09:58.260765,None
443,2020-12-01 17:10:02.265122,None
444,2020-12-01 17:10:06.269528,None
445,2020-12-01 17:10:10.273864,None
446,2020-12-01 17:10:14.278203,None
447,2020-12-01 17:10:18.282592,None
448,2020-12-01 17:10:22.284389,None
449,2020-12-01 17:10:26.288373,None
450,2020-12-01 17:10:30.292501,None
451,2020-12-01 17:10:34.296370,None
452,2020-12-01 17:10:38.300386,None
453,2020-12-01 17:10:42.304387,None
454,2020-12-01 17:10:46.308363,None
455,2020-12-01 17:10:50.312384,None
456,2020-12-01 17:10:54.316357,None
457,2020-12-01 17:10:58.320367,None
458,2020-12-01 17:11:02.324367,None
459,2020-12-01 17:11:06.328363,None
460,2020-12-01 17:11:10.332373,None
461,2020-12-01 17:11:14.336364,None
462,2020-12-01 17:11:18.340361,None
463,2020-12-01 17:11:22.344367,None
464,2020-12-01 17:11:26.348364,None
465,2020-12-01 17:11:30.352361,None
466,2020-12-01 17:11:34.356401,None
467,2020-12-01 17:11:38.358864,None
468,2020-12-01 17:11:42.360379,None
469,2020-12-01 17:11:46.364403,None
470,2020-12-01 17:11:50.368395,None
471,2020-12-01 17:11:54.372371,None
472,2020-12-01 17:11:58.376353,None
473,2020-12-01 17:12:02.380361,None
474,2020-12-01 17:12:06.384361,None
475,2020-12-01 17:12:10.388367,None
476,2020-12-01 17:12:14.392367,None
477,2020-12-01 17:12:18.396371,None
478,2020-12-01 17:12:22.400396,None
479,2020-12-01 17:12:26.404393,None
480,2020-12-01 17:12:30.408357,None
481,2020-12-01 17:12:34.412383,None
482,2020-12-01 17:12:38.416366,None
483,2020-12-01 17:12:42.420368,None
484,2020-12-01 17:12:46.424362,None
485,2020-12-01 17:12:50.428369,None
486,2020-12-01 17:12:54.432365,None
487,2020-12-01 17:12:58.436387,None
488,2020-12-01 17:13:02.440359,None
489,2020-12-01 17:13:06.444345,None
490,2020-12-01 17:13:10.448398,None
491,2020-12-01 17:13:14.452363,None
492,2020-12-01 17:13:18.456369,None
493,2020-12-01 17:13:22.460367,None
494,2020-12-01 17:13:26.464382,None
495,2020-12-01 17:13:30.468389,None
496,2020-12-01 17:13:34.472358,None
497,2020-12-01 17:13:38.476368,None
498,2020-12-01 17:13:42.480386,None
499,2020-12-01 17:13:46.484381,None
500,2020-12-01 17:13:50.488387,None
501,2020-12-01 17:13:54.492367,None
502,2020-12-01 17:13:58.497524,None
503,2020-12-01 17:14:02.500377,None
504,2020-12-01 17:14:06.504381,None
505,2020-12-01 17:14:10.508389,None
506,2020-12-01 17:14:14.512382,None
507,2020-12-01 17:14:18.516368,None
508,2020-12-01 17:14:22.520383,None
509,2020-12-01 17:14:26.524381,None
510,2020-12-01 17:14:30.528639,None
511,2020-12-01 17:14:34.532381,None
512,2020-12-01 17:14:38.536358,None
513,2020-12-01 17:14:42.540374,None
514,2020-12-01 17:14:46.544371,None
515,2020-12-01 17:14:50.548407,None
516,2020-12-01 17:14:54.552377,None
517,2020-12-01 17:14:58.556342,None
518,2020-12-01 17:15:02.560409,None
519,2020-12-01 17:15:06.564379,None
520,2020-12-01 17:15:10.568369,None
521,2020-12-01 17:15:14.572362,None
522,2020-12-01 17:15:18.576369,None
523,2020-12-01 17:15:22.580386,None
524,2020-12-01 17:15:26.584373,None
525,2020-12-01 17:15:30.588372,None
526,2020-12-01 17:15:34.592373,None
527,2020-12-01 17:15:38.596383,None
528,2020-12-01 17:15:42.600363,None
529,2020-12-01 17:15:46.604367,None
530,2020-12-01 17:15:50.608381,None
531,2020-12-01 17:15:54.612662,None
532,2020-12-01 17:15:58.616366,None
533,2020-12-01 17:16:02.620370,None
534,2020-12-01 17:16:06.624365,None
535,2020-12-01 17:16:10.628369,None
536,2020-12-01 17:16:14.632408,None
537,2020-12-01 17:16:18.636367,None
538,2020-12-01 17:16:22.640375,None
539,2020-12-01 17:16:26.644366,None
540,2020-12-01 17:16:30.648367,None
541,2020-12-01 17:16:34.652376,None
542,2020-12-01 17:16:38.656390,None
543,2020-12-01 17:16:42.660371,None
544,2020-12-01 17:16:46.662595,None
545,2020-12-01 17:16:50.666941,None
546,2020-12-01 17:16:54.668399,None
547,2020-12-01 17:16:58.672366,None
548,2020-12-01 17:17:02.676358,None
549,2020-12-01 17:17:06.680807,None
550,2020-12-01 17:17:10.685444,None
551,2020-12-01 17:17:14.688387,None
552,2020-12-01 17:17:18.692387,None
553,2020-12-01 17:17:22.695696,None
554,2020-12-01 17:17:26.700108,None
555,2020-12-01 17:17:30.704388,None
556,2020-12-01 17:17:34.708404,None
557,2020-12-01 17:17:38.712794,None
558,2020-12-01 17:17:42.716393,None
559,2020-12-01 17:17:46.720363,None
560,2020-12-01 17:17:50.721368,None
561,2020-12-01 17:17:54.724359,None
562,2020-12-01 17:17:58.728397,None
563,2020-12-01 17:18:02.732788,None
564,2020-12-01 17:18:06.736380,None
565,2020-12-01 17:18:10.740773,None
566,2020-12-01 17:18:14.744463,None
567,2020-12-01 17:18:18.748363,None
568,2020-12-01 17:18:22.752374,None
569,2020-12-01 17:18:26.756393,None
570,2020-12-01 17:18:30.760408,None
571,2020-12-01 17:18:34.764340,None
572,2020-12-01 17:18:38.768364,None
573,2020-12-01 17:18:42.772403,None
574,2020-12-01 17:18:46.776391,None
575,2020-12-01 17:18:50.780373,None
576,2020-12-01 17:18:54.784359,None
577,2020-12-01 17:18:58.788441,None
578,2020-12-01 17:19:02.121806,None
579,2020-12-01 17:19:06.124386,None
580,2020-12-01 17:19:10.128343,None
581,2020-12-01 17:19:14.132328,None
582,2020-12-01 17:19:18.136347,None
583,2020-12-01 17:19:22.140365,None
584,2020-12-01 17:19:26.144343,None
585,2020-12-01 17:19:30.148368,None
586,2020-12-01 17:19:34.152357,None
587,2020-12-01 17:19:38.156360,None
588,2020-12-01 17:19:42.160362,None
589,2020-12-01 17:19:46.164367,None
590,2020-12-01 17:19:50.168400,None
591,2020-12-01 17:19:54.172353,None
592,2020-12-01 17:19:58.176367,None
593,2020-12-01 17:20:02.180397,None
594,2020-12-01 17:20:06.184524,None
595,2020-12-01 17:20:10.189260,None
596,2020-12-01 17:20:14.193101,None
597,2020-12-01 17:20:18.197373,None
598,2020-12-01 17:20:22.200366,None
599,2020-12-01 17:20:26.204363,None
600,2020-12-01 17:20:30.208388,None
601,2020-12-01 17:20:34.212366,None
602,2020-12-01 17:20:38.216374,None
603,2020-12-01 17:20:42.220357,None
604,2020-12-01 17:20:46.224346,None
605,2020-12-01 17:20:50.228368,None
606,2020-12-01 17:20:54.232366,None
607,2020-12-01 17:20:58.236383,None
608,2020-12-01 17:21:02.240794,None
609,2020-12-01 17:21:06.245207,None
610,2020-12-01 17:21:10.248379,None
611,2020-12-01 17:21:14.252733,None
612,2020-12-01 17:21:18.256369,None
613,2020-12-01 17:21:22.260720,None
614,2020-12-01 17:21:26.265095,None
615,2020-12-01 17:21:30.268381,None
616,2020-12-01 17:21:34.270306,None
617,2020-12-01 17:21:38.272380,None
618,2020-12-01 17:21:42.276367,None
619,2020-12-01 17:21:46.280394,None
620,2020-12-01 17:21:50.284368,None
621,2020-12-01 17:21:54.288552,None
622,2020-12-01 17:21:58.292873,None
623,2020-12-01 17:22:02.296391,None
624,2020-12-01 17:22:06.297692,None
625,2020-12-01 17:22:10.302045,None
626,2020-12-01 17:22:14.304392,None
627,2020-12-01 17:22:18.308346,None
628,2020-12-01 17:22:22.312408,None
629,2020-12-01 17:22:26.316354,None
630,2020-12-01 17:22:30.320364,None
631,2020-12-01 17:22:34.324383,None
632,2020-12-01 17:22:38.328352,None
633,2020-12-01 17:22:42.332384,None
634,2020-12-01 17:22:46.336911,None
635,2020-12-01 17:22:50.342046,None
636,2020-12-01 17:22:54.346174,None
637,2020-12-01 17:22:58.350546,None
638,2020-12-01 17:23:02.352961,None
639,2020-12-01 17:23:06.356384,None
640,2020-12-01 17:23:10.360856,None
641,2020-12-01 17:23:14.364411,None
642,2020-12-01 17:23:18.368356,None
643,2020-12-01 17:23:22.372373,None
644,2020-12-01 17:23:26.376390,None
645,2020-12-01 17:23:30.380391,None
646,2020-12-01 17:23:34.384398,None
647,2020-12-01 17:23:38.388365,None
648,2020-12-01 17:23:42.392394,None
649,2020-12-01 17:23:46.396364,None
650,2020-12-01 17:23:50.400354,None
651,2020-12-01 17:23:54.404356,None
652,2020-12-01 17:23:58.408341,None
653,2020-12-01 17:24:02.412385,None
654,2020-12-01 17:24:06.416390,None
655,2020-12-01 17:24:10.420374,None
656,2020-12-01 17:24:14.424354,None
657,2020-12-01 17:24:18.428716,None
658,2020-12-01 17:24:22.432378,None
659,2020-12-01 17:24:26.436701,None
660,2020-12-01 17:24:30.441833,None
661,2020-12-01 17:24:34.446194,None
662,2020-12-01 17:24:38.450555,None
663,2020-12-01 17:24:42.454900,None
664,2020-12-01 17:24:46.459292,None
665,2020-12-01 17:24:50.463668,None
666,2020-12-01 17:24:54.464382,None
667,2020-12-01 17:24:58.468738,None
668,2020-12-01 17:25:02.472382,None
669,2020-12-01 17:25:06.476807,None
670,2020-12-01 17:25:10.480354,None
671,2020-12-01 17:25:14.483750,None
672,2020-12-01 17:25:18.484363,None
673,2020-12-01 17:25:22.488397,None
674,2020-12-01 17:25:26.492372,None
675,2020-12-01 17:25:30.496394,None
676,2020-12-01 17:25:34.500366,None
677,2020-12-01 17:25:38.504411,None
678,2020-12-01 17:25:42.508802,None
679,2020-12-01 17:25:46.512397,None
680,2020-12-01 17:25:50.516331,None
681,2020-12-01 17:25:54.520584,None
682,2020-12-01 17:25:58.524384,None
683,2020-12-01 17:26:02.528393,None
684,2020-12-01 17:26:06.532336,None
685,2020-12-01 17:26:10.536361,None
686,2020-12-01 17:26:14.540391,None
687,2020-12-01 17:26:18.544378,None
688,2020-12-01 17:26:22.548727,None
689,2020-12-01 17:26:26.552355,None
690,2020-12-01 17:26:30.556362,None
691,2020-12-01 17:26:34.560390,None
692,2020-12-01 17:26:38.564365,None
693,2020-12-01 17:26:42.568362,None
694,2020-12-01 17:26:46.572365,None
695,2020-12-01 17:26:50.576404,None
696,2020-12-01 17:26:54.580359,None
697,2020-12-01 17:26:58.584361,None
